"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"DIR DIR Reservas directas hotel RESERVAS       "|2|3|"2025-08-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|37|3|"2025-08-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|4|3|"2025-08-12"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|1|3|"2025-08-10"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|9|3|"2025-08-10"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR EVE Reservas directas del hotel en eventos "|3|3|"2025-08-10"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|6|3|"2025-08-10"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|3|3|"2025-08-10"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|6|8|"2025-08-10"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Bloqueadas Por Administración                  "|5|9|"2025-08-10"|"Sites Recreo"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2025-08-10"|"Sites Recreo"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|4|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|6|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO EMP Corporativo empresas                    "|1|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|10|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR EVE Reservas directas del hotel en eventos "|7|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR GRP Reservas directas del hotel en Grupos  "|24|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|4|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|4|3|"2025-08-11"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|2|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|8|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO EMP Corporativo empresas                    "|1|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|5|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR EVE Reservas directas del hotel en eventos "|7|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR GRP Reservas directas del hotel en Grupos  "|24|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|10|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|3|3|"2025-08-12"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|6|3|"2025-08-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DRF Cliente VIP o frecuente                "|1|3|"2025-08-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-08-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|2|3|"2025-08-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-13"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-13"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|13|8|"2025-08-13"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|40|11|"2025-08-13"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY MAY Venta con Agencias Mayoristas          "|2|3|"2025-08-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|3|3|"2025-08-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|3|3|"2025-08-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|1|3|"2025-08-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|8|3|"2025-08-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-14"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-14"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2025-08-14"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|46|11|"2025-08-14"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|15|3|"2025-08-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|4|3|"2025-08-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR WHT Venta Directa en Whatsapp              "|2|3|"2025-08-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|8|3|"2025-08-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|4|3|"2025-08-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2025-08-15"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|29|11|"2025-08-15"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|5|3|"2025-08-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|11|3|"2025-08-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|9|3|"2025-08-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2025-08-16"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|35|11|"2025-08-16"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|2|3|"2025-08-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|4|3|"2025-08-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|9|3|"2025-08-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|3|3|"2025-08-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-17"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|4|8|"2025-08-17"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|43|11|"2025-08-17"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Cliente corporativos                     "|4|3|"2025-08-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Ventas Directas                        "|4|3|"2025-08-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas con Otas, Bookign Expedia Desp"|3|3|"2025-08-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Ventas Directas con la pagina WEB      "|2|3|"2025-08-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|2|8|"2025-08-18"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|51|11|"2025-08-18"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|3|3|"2025-08-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|13|3|"2025-08-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|4|3|"2025-08-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|35|3|"2025-08-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|3|3|"2025-08-13"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|2|11|"2025-08-13"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|3|3|"2025-08-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|7|3|"2025-08-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|7|3|"2025-08-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|35|3|"2025-08-14"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|8|11|"2025-08-14"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|4|3|"2025-08-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|8|3|"2025-08-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|6|3|"2025-08-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|41|3|"2025-08-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|1|3|"2025-08-15"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|4|3|"2025-08-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|1|3|"2025-08-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|7|3|"2025-08-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|26|3|"2025-08-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|1|3|"2025-08-16"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2025-08-16"|"Sites 45"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|20|11|"2025-08-16"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|6|3|"2025-08-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|30|3|"2025-08-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|1|3|"2025-08-17"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|23|11|"2025-08-17"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGY AGY Agencias de Viajes.                    "|4|3|"2025-08-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Reservas de empresas ó corportarivos.    "|3|3|"2025-08-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas directas hotel RESERVAS       "|4|3|"2025-08-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|19|3|"2025-08-18"|"Sites 45"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|30|11|"2025-08-18"|"Sites 45"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"AGE AGE Ventas con agencias mayroristas o minor"|7|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"CO CO Clientes corporativos                    "|12|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR DIR Reservas Directas hotel                "|4|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR EVE Reservas directas del hotel en eventos "|5|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"DIR GRP Reservas directas del hotel en Grupos  "|24|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"OTA OTA Reservas de agencias online BOOKING, EX"|4|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"WEB WEB Reservas pagina web hotel.             "|3|3|"2025-08-13"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2025-08-13"|"Sites Recreo"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de funcionarios que representa "|1|3|"2025-08-14"|"Sites Recreo"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
